road	R180
km	1.073
type	Steel Beam & RCC Slab
lrpName	LRP001b
name	JILONGIA BRIDGE
length	11
condition	D
structureNr	114310
est cost	3.935
roadName	Laharpur-Jhinukmarket-Laboni More Road
chainage	1.073
width	4.5
constructionYear	1968
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.433777777777777
lon	91.99908333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114310&vRoadID=89&vSurveyYear=2004&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114310&vRoadID=89&vSurveyYear=2004&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114310&vRoadID=89&vSurveyYear=2004&vSubdivID=282
