road	Z2034
km	9.15
type	Box Culvert
lrpName	LRP011a
name	.
length	3.48
condition	A
structureNr	118402
est cost	0
roadName	Lakpur-Kamargaon-Gagutia-Katiadi (Motkhola) Road
chainage	9.15
width	4.25
constructionYear	2002
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.138972222222222
lon	90.66561111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118402&vRoadID=198&vSurveyYear=2006&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118402&vRoadID=198&vSurveyYear=2006&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118402&vRoadID=198&vSurveyYear=2006&vSubdivID=523
