road	Z5612
km	3.21
type	Slab Culvert
lrpName	LRP003a
name	.
length	5.6
condition	A
structureNr	115409
est cost	0
roadName	Shahebganj-Haragachha Road
chainage	3.21
width	7.2
constructionYear	1991
spans	1
zone	Rangpur
circle	Rangpur
division	Rangpur
sub-division	Rangpur-1
lat	25.800083333333333
lon	89.31819444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115409&vRoadID=602&vSurveyYear=2006&vSubdivID=287
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115409&vRoadID=602&vSurveyYear=2006&vSubdivID=287
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115409&vRoadID=602&vSurveyYear=2006&vSubdivID=287
