road	N102
km	19.479
type	Box Culvert
lrpName	LRP019b
name	BARRA 2 BOX CUL
length	2.5
condition	A
structureNr	101298
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	19.479
width	12.7
constructionYear	1990
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.596638888888886
lon	90.99705555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101298&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101298&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101298&vRoadID=2&vSurveyYear=2004&vSubdivID=544
