road	N102
km	8.475
type	RCC Girder Bridge
lrpName	LRP008a
name	Barura Bridge
length	17.8
condition	A
structureNr	120408
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	8.475
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.5421941 
lon	91.0742493 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120408&vRoadID=2&vSurveyYear=2013&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120408&vRoadID=2&vSurveyYear=2013&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120408&vRoadID=2&vSurveyYear=2013&vSubdivID=544
