road	N102
km	36.877
type	Box Culvert
lrpName	LRP036d
name	BRAMMON PARA BOX CULVERT
length	12.2
condition	A
structureNr	101339
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	36.877
width	8.2
constructionYear	1970
spans	3
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.70525
lon	91.05141666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101339&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101339&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101339&vRoadID=2&vSurveyYear=2004&vSubdivID=544
