road	N102
km	73.118
type	RCC Girder Bridge
lrpName	LRP073e
name	Dakhin Pouro tala bridge
length	32.15
condition	A
structureNr	119817
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	73.118
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	23.96793532198276
lon	91.10139788060344
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119817&vRoadID=2&vSurveyYear=2013&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119817&vRoadID=2&vSurveyYear=2013&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119817&vRoadID=2&vSurveyYear=2013&vSubdivID=540
