road	N102
km	56.766
type	PC Girder Bridge
lrpName	LRP056b
name	Dhorkhar Bridge
length	167.14
condition	A
structureNr	119805
est cost	0.01
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	56.766
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	23.8450274 
lon	91.1571389 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119805&vRoadID=2&vSurveyYear=2013&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119805&vRoadID=2&vSurveyYear=2013&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119805&vRoadID=2&vSurveyYear=2013&vSubdivID=540
