road	N102
km	58.681
type	PC Girder Bridge
lrpName	LRP058a
name	PUJANESHAR PC GIRDER
length	34.2
condition	A
structureNr	101295
est cost	0.55
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	58.681
width	10
constructionYear	1989
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	23.860583333333334
lon	91.15527777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101295&vRoadID=2&vSurveyYear=2004&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101295&vRoadID=2&vSurveyYear=2004&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101295&vRoadID=2&vSurveyYear=2004&vSubdivID=540
