road	N102
km	18.211
type	Box Culvert
lrpName	LRP018a
name	BARRA BOX CULVERT
length	6.2
condition	C
structureNr	101296
est cost	0.24
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	18.211
width	9.8
constructionYear	1980
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.59122222222222
lon	91.00775
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101296&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101296&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101296&vRoadID=2&vSurveyYear=2004&vSubdivID=544
