road	N102
km	64.608
type	PC Girder Bridge
lrpName	LRP064b
name	Radhika Bridge
length	50.25
condition	C
structureNr	119812
est cost	0.414
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	64.608
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	23.9056389 
lon	91.1258327 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119812&vRoadID=2&vSurveyYear=2013&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119812&vRoadID=2&vSurveyYear=2013&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119812&vRoadID=2&vSurveyYear=2013&vSubdivID=540
