road	R712
km	1.204
type	RCC Girder Bridge
lrpName	LRP001d
name	.
length	5.77
condition	C
structureNr	107730
est cost	2
roadName	Tottipur at R771-Machpara Link Road
chainage	1.204
width	3.7
constructionYear	1972
spans	1
zone	Gopalganj
circle	Faridpur
division	Rajbari
sub-division	Rajbari
lat	23.8
lon	89.3561111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107730&vRoadID=147&vSurveyYear=2004&vSubdivID=588
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107730&vRoadID=147&vSurveyYear=2004&vSubdivID=588
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107730&vRoadID=147&vSurveyYear=2004&vSubdivID=588
