road	R114
km	43.779
type	Slab Culvert
lrpName	LRP044f
name	HATU VANGE SUB MAGRE
length	1
condition	A
structureNr	105282
est cost	0
roadName	Nayapur-Araihazar-Narsingdi-Raipura Road
chainage	43.779
width	7
constructionYear	1992
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Narsingdi
lat	23.961666666666666
lon	90.82022222222221
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105282&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105282&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105282&vRoadID=71&vSurveyYear=2004&vSubdivID=522
