road	R114
km	35.722
type	Box Culvert
lrpName	LRP036c
name	Korimgong cul
length	6.5
condition	C
structureNr	101883
est cost	1.36
roadName	Nayapur-Araihazar-Narsingdi-Raipura Road
chainage	35.722
width	7.4
constructionYear	1995
spans	2
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Narsingdi
lat	23.93425
lon	90.76727777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101883&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101883&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101883&vRoadID=71&vSurveyYear=2004&vSubdivID=522
