road	R114
km	7.765
type	Box Culvert
lrpName	LRP008b
name	boliakasi culvert
length	6.1
condition	C
structureNr	101902
est cost	0.84
roadName	Nayapur-Araihazar-Narsingdi-Raipura Road
chainage	7.765
width	5.1
constructionYear	1964
spans	1
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Vitikandi
lat	23.779555555555554
lon	90.64311111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101902&vRoadID=71&vSurveyYear=2004&vSubdivID=521
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101902&vRoadID=71&vSurveyYear=2004&vSubdivID=521
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101902&vRoadID=71&vSurveyYear=2004&vSubdivID=521
