road	R114
km	37.659
type	RCC Girder Bridge
lrpName	LRP038c
name	GORAMAN BRIDGE.
length	6
condition	B
structureNr	101890
est cost	0.47
roadName	Nayapur-Araihazar-Narsingdi-Raipura Road
chainage	37.659
width	4.25
constructionYear	1995
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Narsingdi
lat	23.936972222222224
lon	90.78361111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101890&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101890&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101890&vRoadID=71&vSurveyYear=2004&vSubdivID=522
