road	R114
km	37.905
type	Box Culvert
lrpName	LRP038d
name	GORAMARA BOX CULVERT
length	1
condition	B
structureNr	101892
est cost	0.24
roadName	Nayapur-Araihazar-Narsingdi-Raipura Road
chainage	37.905
width	7.4
constructionYear	1999
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Narsingdi
lat	23.93722222222222
lon	90.78172222222221
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101892&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101892&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101892&vRoadID=71&vSurveyYear=2004&vSubdivID=522
