road	R555
km	5.749
type	Box Culvert
lrpName	LRP005c
name	.
length	3.54
condition	A
structureNr	109644
est cost	0
roadName	Palashbari-Gaibandah Road
chainage	5.749
width	9.55
constructionYear	1994
spans	1
zone	Rangpur
circle	Bogra
division	Gaibanda
sub-division	Palashbari
lat	25.294444444444448
lon	89.40694444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109644&vRoadID=130&vSurveyYear=2004&vSubdivID=295
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109644&vRoadID=130&vSurveyYear=2004&vSubdivID=295
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109644&vRoadID=130&vSurveyYear=2004&vSubdivID=295
