road	Z3712
km	0.927
type	RCC Girder Bridge
lrpName	LRPSd
name	AKONDO PORA
length	4.5
condition	B
structureNr	107708
est cost	0.25
roadName	Haluaghat-Munshirhat-Dhobaura Road
chainage	0.927
width	4.5
constructionYear	1981
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Phulpur
lat	25.12238888888889
lon	90.3475
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107708&vRoadID=241&vSurveyYear=2004&vSubdivID=531
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107708&vRoadID=241&vSurveyYear=2004&vSubdivID=531
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107708&vRoadID=241&vSurveyYear=2004&vSubdivID=531
