road	Z1619
km	14.758
type	Box Culvert
lrpName	LRP014b
name	MYSBANDER
length	2.3
condition	B
structureNr	102923
est cost	0.4
roadName	Raozan (Gohira)-Fatikchhari Road
chainage	14.758
width	3.7
constructionYear	1992
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.63675
lon	91.84155555555554
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102923&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102923&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102923&vRoadID=305&vSurveyYear=2004&vSubdivID=270
