road	Z1619
km	8.876
type	RCC Girder Bridge
lrpName	LRP008g
name	DURMO PUR BRIDGE
length	6.4
condition	C
structureNr	102967
est cost	0.7
roadName	Raozan (Gohira)-Fatikchhari Road
chainage	8.876
width	3.6
constructionYear	1968
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.593305555555553
lon	91.86241666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102967&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102967&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102967&vRoadID=305&vSurveyYear=2004&vSubdivID=270
