road	Z1619
km	0.409
type	RCC Bridge
lrpName	LRPSa
name	Kalachin Chaduri Bridge
length	46.4
condition	A
structureNr	102930
est cost	0
roadName	Raozan (Gohira)-Fatikchhari Road
chainage	0.409
width	3.5
constructionYear	1982
spans	3
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	23.524555555555555
lon	91.86699999999999
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102930&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102930&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102930&vRoadID=305&vSurveyYear=2004&vSubdivID=270
