road	Z1619
km	5.737
type	Baily with Steel Deck
lrpName	LRP005f
name	FATA NAGAR CULVERT
length	15.3
condition	B
structureNr	102955
est cost	0.6
roadName	Raozan (Gohira)-Fatikchhari Road
chainage	5.737
width	3.45
constructionYear	1996
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.569
lon	91.86144444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102955&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102955&vRoadID=305&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102955&vRoadID=305&vSurveyYear=2004&vSubdivID=270
