road	Z5467
km	4.4
type	Box Culvert
lrpName	LRP004c
name	.
length	3
condition	A
structureNr	115882
est cost	0
roadName	Raikali-Tilokpur Road
chainage	4.4
width	7.6
constructionYear	1992
spans	1
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Bogra
lat	24.89097222222222
lon	89.03772222222221
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115882&vRoadID=642&vSurveyYear=2006&vSubdivID=291
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115882&vRoadID=642&vSurveyYear=2006&vSubdivID=291
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115882&vRoadID=642&vSurveyYear=2006&vSubdivID=291
