road	N507
km	8.404
type	Box Culvert
lrpName	LRP009b
name	.
length	10.2
condition	A
structureNr	101166
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	8.404
width	22
constructionYear	2001
spans	3
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.395555555555553
lon	89.47361111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101166&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101166&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101166&vRoadID=35&vSurveyYear=2004&vSubdivID=312
