road	N507
km	4.711
type	Box Culvert
lrpName	LRP005d
name	.
length	10
condition	A
structureNr	101137
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	4.711
width	23
constructionYear	2001
spans	3
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.40833333333333
lon	89.50638888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101137&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101137&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101137&vRoadID=35&vSurveyYear=2004&vSubdivID=312
