road	N507
km	35.737
type	Box Culvert
lrpName	LRP036c
name	.
length	6.93
condition	A
structureNr	101873
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	35.737
width	23.5
constructionYear	2001
spans	2
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-1
lat	24.330555555555556
lon	89.21916666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101873&vRoadID=35&vSurveyYear=2004&vSubdivID=315
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101873&vRoadID=35&vSurveyYear=2004&vSubdivID=315
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101873&vRoadID=35&vSurveyYear=2004&vSubdivID=315
