road	N507
km	14.622
type	PC Girder Bridge
lrpName	LRP015c
name	.
length	60.06
condition	A
structureNr	101603
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	14.622
width	13.96
constructionYear	2001
spans	3
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.38
lon	89.41527777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101603&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101603&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101603&vRoadID=35&vSurveyYear=2004&vSubdivID=312
