road	N507
km	17.695
type	Box Culvert
lrpName	LRP018c
name	.
length	6.9
condition	A
structureNr	101719
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	17.695
width	22
constructionYear	2000
spans	2
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.374166666666667
lon	89.385
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101719&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101719&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101719&vRoadID=35&vSurveyYear=2004&vSubdivID=312
