road	N507
km	17.295
type	Box Culvert
lrpName	LRP018b
name	.
length	10.35
condition	A
structureNr	101718
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	17.295
width	21.9
constructionYear	2000
spans	3
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.375
lon	89.38916666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101718&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101718&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101718&vRoadID=35&vSurveyYear=2004&vSubdivID=312
