road	N507
km	14.622
type	PC Girder Bridge
lrpName	LRP015c
name	5 No. Bridge
length	59.91
condition	A
structureNr	120106
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	14.622
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.3798882 
lon	89.4147222 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120106&vRoadID=35&vSurveyYear=2013&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120106&vRoadID=35&vSurveyYear=2013&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120106&vRoadID=35&vSurveyYear=2013&vSubdivID=312
