road	N507
km	18.261
type	Box Culvert
lrpName	LRP019b
name	.
length	10.3
condition	A
structureNr	101720
est cost	0
roadName	Hatikamrul-Banpara Road
chainage	18.261
width	21.9
constructionYear	2000
spans	3
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.372777777777777
lon	89.21388888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101720&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101720&vRoadID=35&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101720&vRoadID=35&vSurveyYear=2004&vSubdivID=312
