road	Z1022
km	6.118
type	RCC Girder Bridge
lrpName	LRP007c
name	RAMMAHON BAZAR BRIGE
length	23.3
condition	C
structureNr	106109
est cost	1.14
roadName	Jhalam-Chandina Road
chainage	6.118
width	5.2
constructionYear	1982
spans	3
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.426166666666667
lon	91.00341666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106109&vRoadID=478&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106109&vRoadID=478&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106109&vRoadID=478&vSurveyYear=2004&vSubdivID=543
