,bridge_id,number_of_vehicles,delay_time,Part_of_road
844,2528,1436.0,3091.148539802409,"N2, LRP146b - LRP191b"
845,2688,1384.0,2994.3707422978505,"N2, LRP228c - LRP231b"
846,2589,1375.0,2979.225028701488,"N2, LRP191b - LRP228c"
847,2611,1360.0,2939.8671044519538,"N2, LRP191b - LRP228c"
848,2597,1356.0,2931.773438212078,"N2, LRP191b - LRP228c"
849,2615,1351.0,2918.472233456926,"N2, LRP191b - LRP228c"
850,2587,1354.0,2914.6380372287713,"N2, LRP191b - LRP228c"
851,2623,1362.0,2907.1758657846003,"N2, LRP191b - LRP228c"
852,2593,1348.0,2903.1087989087982,"N2, LRP191b - LRP228c"
853,2595,1337.0,2895.775697032832,"N2, LRP191b - LRP228c"
854,2673,1341.0,2894.9040654397254,"N2, LRP191b - LRP228c"
855,2684,1348.0,2893.568894937495,"N2, LRP228c - LRP231b"
856,2657,1332.0,2876.7162134340274,"N2, LRP191b - LRP228c"
857,2665,1325.0,2873.5265261193726,"N2, LRP191b - LRP228c"
858,2651,1325.0,2867.502491263348,"N2, LRP191b - LRP228c"
859,2647,1331.0,2864.9948984395105,"N2, LRP191b - LRP228c"
860,2661,1339.0,2863.3820772669196,"N2, LRP191b - LRP228c"
861,2619,1331.0,2857.7938031584326,"N2, LRP191b - LRP228c"
862,2627,1324.0,2855.961466952384,"N2, LRP191b - LRP228c"
863,2601,1328.0,2855.261903603766,"N2, LRP191b - LRP228c"
864,2603,1322.0,2850.023628216826,"N2, LRP191b - LRP228c"
865,2633,1317.0,2849.9734472302134,"N2, LRP191b - LRP228c"
866,2643,1316.0,2844.152658413329,"N2, LRP191b - LRP228c"
867,2677,1326.0,2839.370014168231,"N2, LRP191b - LRP228c"
868,2655,1315.0,2834.634588675607,"N2, LRP191b - LRP228c"
869,2629,1312.0,2833.572398269061,"N2, LRP191b - LRP228c"
870,2667,1321.0,2831.9063960134304,"N2, LRP191b - LRP228c"
871,1497,1305.0,2825.756646632832,"N104, LRP001a - LRPE"
872,1493,1297.0,2790.0469950092256,"N104, LRP001a - LRPE"
873,1477,1296.0,2786.731926280742,"N104, LRP001a - LRPE"
874,1529,1290.0,2783.9867673092494,"N104, LRP001a - LRPE"
875,1491,1298.0,2770.5083583826763,"N104, LRP001a - LRPE"
876,1537,1277.0,2762.308543263559,"N104, LRP001a - LRPE"
877,1523,1267.0,2745.909293178308,"N104, LRP001a - LRPE"
878,1507,1276.0,2742.572075792906,"N104, LRP001a - LRPE"
879,1541,1271.0,2742.1960494906434,"N104, LRP001a - LRPE"
880,1521,1273.0,2738.9362791735657,"N104, LRP001a - LRPE"
881,1501,1278.0,2734.588780865656,"N104, LRP001a - LRPE"
882,1545,1261.0,2711.006661524306,"N104, LRP001a - LRPE"
883,1527,1253.0,2708.9432881897774,"N104, LRP001a - LRPE"
884,1559,1253.0,2703.014075517772,"N104, LRP001a - LRPE"
885,1513,1252.0,2695.657076509835,"N104, LRP001a - LRPE"
886,1531,1242.0,2688.2079087526504,"N104, LRP001a - LRPE"
887,1535,1244.0,2682.10289165021,"N104, LRP001a - LRPE"
888,1515,1250.0,2681.252159401422,"N104, LRP001a - LRPE"
889,1555,1227.0,2639.397751078614,"N104, LRP001a - LRPE"
890,1517,1224.0,2617.5121462933353,"N104, LRP001a - LRPE"
891,3245,1062.0,2309.0680863678326,"N208, LRPS - LRP054a"
892,3189,1066.0,2306.773208654208,"N208, LRPS - LRP054a"
893,3183,1067.0,2299.495314455786,"N208, LRPS - LRP054a"
894,3241,1063.0,2287.9949082189423,"N208, LRPS - LRP054a"
895,3127,1069.0,2284.474335657833,"N208, LRPS - LRP054a"
896,3077,1046.0,2257.9453647470864,"N208, LRPS - LRP054a"
897,3105,1046.0,2254.5843702290317,"N208, LRPS - LRP054a"
898,3093,1047.0,2242.28220341602,"N208, LRPS - LRP054a"
899,3091,1048.0,2241.079597450084,"N208, LRPS - LRP054a"
900,3255,1045.0,2238.978252940089,"N208, LRPS - LRP054a"
901,3135,1046.0,2235.517861013956,"N208, LRPS - LRP054a"
902,3209,1037.0,2226.4643799291116,"N208, LRPS - LRP054a"
903,3235,1029.0,2225.3861465483083,"N208, LRPS - LRP054a"
904,3161,1028.0,2215.598904372793,"N208, LRPS - LRP054a"
905,3205,1006.0,2193.8043953796187,"N208, LRPS - LRP054a"
906,3203,1011.0,2191.6339611864923,"N208, LRPS - LRP054a"
907,3157,1006.0,2179.559389338673,"N208, LRPS - LRP054a"
908,3109,1013.0,2177.2478068346254,"N208, LRPS - LRP054a"
909,3137,1014.0,2175.6327444179537,"N208, LRPS - LRP054a"
910,3125,1001.0,2170.3379456613065,"N208, LRPS - LRP054a"
911,3251,1005.0,2169.010629902995,"N208, LRPS - LRP054a"
912,3243,994.0,2159.0457535176893,"N208, LRPS - LRP054a"
913,3207,994.0,2151.453939840198,"N208, LRPS - LRP054a"
914,3087,1002.0,2150.389769629401,"N208, LRPS - LRP054a"
915,3095,993.0,2149.1568897032994,"N208, LRPS - LRP054a"
916,3121,1001.0,2148.868919362038,"N208, LRPS - LRP054a"
917,3123,998.0,2135.879990709779,"N208, LRPS - LRP054a"
918,3113,992.0,2134.117581785054,"N208, LRPS - LRP054a"
919,3119,988.0,2133.0043829351625,"N208, LRPS - LRP054a"
920,3177,979.0,2124.8142197262678,"N208, LRPS - LRP054a"
921,3187,989.0,2120.5079113337206,"N208, LRPS - LRP054a"
922,3239,985.0,2115.323903945355,"N208, LRPS - LRP054a"
923,3133,986.0,2113.1931376857938,"N208, LRPS - LRP054a"
924,3247,974.0,2092.579367356076,"N208, LRPS - LRP054a"
925,3227,969.0,2088.6921265119495,"N208, LRPS - LRP054a"
926,3151,973.0,2086.9996400075165,"N208, LRPS - LRP054a"
927,3117,975.0,2085.246899747794,"N208, LRPS - LRP054a"
928,3199,972.0,2084.701829760198,"N208, LRPS - LRP054a"
929,3231,973.0,2071.824880395322,"N208, LRPS - LRP054a"
930,2970,830.0,1808.751707262324,"N207, LRPS - LRPE"
931,2910,841.0,1800.4665273454943,"N207, LRPS - LRPE"
932,2922,824.0,1786.8278233796636,"N207, LRPS - LRPE"
933,3006,827.0,1783.5872871757415,"N207, LRPS - LRPE"
934,2968,828.0,1780.6436262948648,"N207, LRPS - LRPE"
935,2946,830.0,1775.611823922658,"N207, LRPS - LRPE"
936,3004,827.0,1772.5213532654598,"N207, LRPS - LRPE"
937,3024,825.0,1772.1361970683613,"N207, LRPS - LRPE"
938,2960,825.0,1768.6424334543735,"N207, LRPS - LRPE"
939,2950,814.0,1767.4633460630141,"N207, LRPS - LRPE"
940,3008,814.0,1758.6189665471686,"N207, LRPS - LRPE"
941,2930,811.0,1754.5417545970545,"N207, LRPS - LRPE"
942,2942,809.0,1753.591207047342,"N207, LRPS - LRPE"
943,3028,815.0,1751.6252181239472,"N207, LRPS - LRPE"
944,2920,806.0,1750.5398080153832,"N207, LRPS - LRPE"
945,2934,815.0,1748.3623790254635,"N207, LRPS - LRPE"
946,2952,814.0,1746.842536551515,"N207, LRPS - LRPE"
947,2976,806.0,1743.080109570888,"N207, LRPS - LRPE"
948,2962,809.0,1738.3128673826563,"N207, LRPS - LRPE"
949,2938,810.0,1737.7942165429467,"N207, LRPS - LRPE"
950,3020,812.0,1736.9514796208964,"N207, LRPS - LRPE"
951,3048,806.0,1736.1406839206052,"N207, LRPS - LRPE"
952,3014,805.0,1733.3827003524536,"N207, LRPS - LRPE"
953,2998,801.0,1732.1904660806595,"N207, LRPS - LRPE"
954,2986,806.0,1728.8630617959625,"N207, LRPS - LRPE"
955,3062,805.0,1725.856263225676,"N207, LRPS - LRPE"
956,3010,797.0,1721.4500936090767,"N207, LRPS - LRPE"
957,3018,800.0,1714.9469876234043,"N207, LRPS - LRPE"
958,3032,788.0,1713.4597563020952,"N207, LRPS - LRPE"
959,3000,798.0,1708.5915818874475,"N207, LRPS - LRPE"
960,3044,786.0,1701.2733133336799,"N207, LRPS - LRPE"
961,3022,787.0,1700.1929007658005,"N207, LRPS - LRPE"
962,3054,781.0,1696.038905991723,"N207, LRPS - LRPE"
963,2912,788.0,1689.3192755654848,"N207, LRPS - LRPE"
964,2958,777.0,1683.9876502367088,"N207, LRPS - LRPE"
965,2972,786.0,1679.3736250580619,"N207, LRPS - LRPE"
966,3056,781.0,1668.560168000715,"N207, LRPS - LRPE"
967,3068,775.0,1650.8753798170997,"N207, LRPS - LRPE"
968,3040,758.0,1639.346245230061,"N207, LRPS - LRPE"
969,616,666.0,1433.6565622385735,"N1, LRP293a - LRPE"
970,674,659.0,1431.7646908676184,"N1, LRP293a - LRPE"
971,658,661.0,1428.5101062583733,"N1, LRP293a - LRPE"
972,680,663.0,1409.9599332328069,"N1, LRP293a - LRPE"
973,662,644.0,1402.5730993178029,"N1, LRP293a - LRPE"
974,566,644.0,1386.639306685182,"N1, LRP293a - LRPE"
975,666,636.0,1384.678138084123,"N1, LRP293a - LRPE"
976,720,638.0,1377.5965630452752,"N1, LRP293a - LRPE"
977,818,640.0,1369.9838987817195,"N1, LRP293a - LRPE"
978,560,638.0,1365.1772721626803,"N1, LRP293a - LRPE"
979,744,635.0,1363.1174648817487,"N1, LRP293a - LRPE"
980,660,634.0,1358.6639163034547,"N1, LRP293a - LRPE"
981,712,630.0,1357.5296906176286,"N1, LRP293a - LRPE"
982,696,631.0,1354.9565466445536,"N1, LRP293a - LRPE"
983,614,624.0,1353.6760889142427,"N1, LRP293a - LRPE"
984,808,621.0,1345.162682346005,"N1, LRP293a - LRPE"
985,694,621.0,1342.0222161935603,"N1, LRP293a - LRPE"
986,760,617.0,1339.9938728253649,"N1, LRP293a - LRPE"
987,632,616.0,1339.5253052531532,"N1, LRP293a - LRPE"
988,610,617.0,1337.821226479581,"N1, LRP293a - LRPE"
989,654,620.0,1334.788275189913,"N1, LRP293a - LRPE"
990,950,625.0,1332.6145553419146,"N1, LRP293a - LRPE"
991,972,615.0,1331.2056921171663,"N1, LRP293a - LRPE"
992,728,616.0,1329.7101422099374,"N1, LRP293a - LRPE"
993,820,618.0,1329.347240379249,"N1, LRP293a - LRPE"
994,748,624.0,1324.168431839392,"N1, LRP293a - LRPE"
995,742,617.0,1323.8293871840394,"N1, LRP293a - LRPE"
996,722,621.0,1323.605911986581,"N1, LRP293a - LRPE"
997,646,616.0,1320.4611459917176,"N1, LRP293a - LRPE"
998,618,616.0,1320.3756052010583,"N1, LRP293a - LRPE"
999,856,611.0,1314.6966540308267,"N1, LRP293a - LRPE"
1000,788,611.0,1313.899831087553,"N1, LRP293a - LRPE"
1001,774,606.0,1312.4157157611824,"N1, LRP293a - LRPE"
1002,710,603.0,1312.0183494717558,"N1, LRP293a - LRPE"
1003,698,603.0,1301.1705712736684,"N1, LRP293a - LRPE"
1004,780,598.0,1283.1382439964837,"N1, LRP293a - LRPE"
1005,792,596.0,1271.857757853053,"N1, LRP293a - LRPE"
1006,1294,581.0,1271.6920131036943,"N1, LRP293a - LRPE"
1007,940,580.0,1260.8525541805272,"N1, LRP293a - LRPE"
1008,802,585.0,1258.7748394233272,"N1, LRP293a - LRPE"
1009,930,577.0,1254.0229893363023,"N1, LRP293a - LRPE"
1010,1292,581.0,1251.717090950804,"N1, LRP293a - LRPE"
1011,1004,578.0,1251.1093367537776,"N1, LRP293a - LRPE"
1012,1044,573.0,1240.472910463153,"N1, LRP293a - LRPE"
1013,926,572.0,1234.0865590566973,"N1, LRP293a - LRPE"
1014,1094,574.0,1229.8326365214734,"N1, LRP293a - LRPE"
1015,956,564.0,1216.634770727036,"N1, LRP293a - LRPE"
1016,984,557.0,1206.3156597266327,"N1, LRP293a - LRPE"
1017,1010,553.0,1203.209016644052,"N1, LRP293a - LRPE"
1018,988,560.0,1196.688077209895,"N1, LRP293a - LRPE"
1019,1150,542.0,1183.2934954609734,"N1, LRP293a - LRPE"
1020,1218,551.0,1177.159036971581,"N1, LRP293a - LRPE"
1021,1286,542.0,1176.588083125524,"N1, LRP293a - LRPE"
1022,1138,532.0,1153.9339247653993,"N1, LRP293a - LRPE"
1023,1110,533.0,1147.2493738126182,"N1, LRP293a - LRPE"
1024,1238,530.0,1143.664134086207,"N1, LRP293a - LRPE"
1025,1186,528.0,1143.3826101608183,"N1, LRP293a - LRPE"
1026,1166,530.0,1133.6816075528768,"N1, LRP293a - LRPE"
1027,1148,523.0,1132.2320845168056,"N1, LRP293a - LRPE"
1028,1240,511.0,1100.2156624384136,"N1, LRP293a - LRPE"
1029,1268,501.0,1083.4112459993703,"N1, LRP293a - LRPE"
1030,1248,494.0,1062.8404628186129,"N1, LRP293a - LRPE"
1031,1288,493.0,1057.031342550522,"N1, LRP293a - LRPE"
1032,1272,486.0,1049.8769626538087,"N1, LRP293a - LRPE"
1033,1258,484.0,1026.8748960517664,"N1, LRP293a - LRPE"
1034,2889,413.0,889.1999202316747,"N204, LRPS - LRPE"
1035,2821,410.0,884.6288937733497,"N204, LRPS - LRPE"
1036,2897,406.0,876.3701140715477,"N204, LRPS - LRPE"
1037,2857,401.0,862.8438093123501,"N204, LRPS - LRPE"
1038,2863,397.0,861.9878727199792,"N204, LRPS - LRPE"
1039,2851,395.0,852.0888216511664,"N204, LRPS - LRPE"
1040,2885,397.0,849.2725217519352,"N204, LRPS - LRPE"
1041,2865,389.0,839.5763892480554,"N204, LRPS - LRPE"
1042,2823,387.0,835.3284665023438,"N204, LRPS - LRPE"
1043,2833,377.0,830.9615698221027,"N204, LRPS - LRPE"
1044,2827,374.0,821.5374531292408,"N204, LRPS - LRPE"
1045,2893,380.0,821.3871254105478,"N204, LRPS - LRPE"
1046,2839,377.0,819.2026249356086,"N204, LRPS - LRPE"
1047,2841,373.0,802.7563519281548,"N204, LRPS - LRPE"
1048,2835,370.0,795.6590470947148,"N204, LRPS - LRPE"
1049,2853,366.0,789.4192831822926,"N204, LRPS - LRPE"
1050,2849,368.0,780.8626805279088,"N204, LRPS - LRPE"
1051,1745,259.0,549.7391360481774,"N106, LRP_insert - LRPE"
1052,1837,259.0,544.9357045465504,"N106, LRP_insert - LRPE"
1053,1751,239.0,520.5784082013843,"N106, LRP_insert - LRPE"
1054,1703,238.0,520.4814599923506,"N106, LRP_insert - LRPE"
1055,1891,240.0,517.6225056789947,"N106, LRP_insert - LRPE"
1056,1687,239.0,516.5723780558508,"N106, LRP_insert - LRPE"
1057,1829,236.0,510.4236275856212,"N106, LRP_insert - LRPE"
1058,1733,239.0,509.3163528418912,"N106, LRP_insert - LRPE"
1059,1861,235.0,508.6297117627212,"N106, LRP_insert - LRPE"
1060,1721,235.0,508.6235983316274,"N106, LRP_insert - LRPE"
1061,1731,235.0,506.2644360544603,"N106, LRP_insert - LRPE"
1062,1695,235.0,504.1510466898266,"N106, LRP_insert - LRPE"
1063,1873,236.0,503.9755314315794,"N106, LRP_insert - LRPE"
1064,1791,236.0,501.7769747979431,"N106, LRP_insert - LRPE"
1065,1711,233.0,500.5635953391615,"N106, LRP_insert - LRPE"
1066,1893,235.0,496.06236375270544,"N106, LRP_insert - LRPE"
1067,1831,226.0,491.0677430077808,"N106, LRP_insert - LRPE"
1068,1689,229.0,487.66324325732666,"N106, LRP_insert - LRPE"
1069,1737,226.0,487.36574814673736,"N106, LRP_insert - LRPE"
1070,1843,224.0,485.9026558939042,"N106, LRP_insert - LRPE"
1071,1881,225.0,483.8402088294438,"N106, LRP_insert - LRPE"
1072,1863,221.0,481.6364077629639,"N106, LRP_insert - LRPE"
1073,1741,226.0,481.2710784941926,"N106, LRP_insert - LRPE"
1074,1713,225.0,480.865204243323,"N106, LRP_insert - LRPE"
1075,1765,222.0,478.8877472274513,"N106, LRP_insert - LRPE"
1076,1847,226.0,476.5821860536414,"N106, LRP_insert - LRPE"
1077,1683,222.0,475.77695191913233,"N106, LRP_insert - LRPE"
1078,1859,221.0,472.2507144487554,"N106, LRP_insert - LRPE"
1079,1867,220.0,469.7683104708655,"N106, LRP_insert - LRPE"
1080,1725,214.0,467.2614005500422,"N106, LRP_insert - LRPE"
1081,1887,222.0,466.3469804903363,"N106, LRP_insert - LRPE"
1082,1749,212.0,461.2026998179795,"N106, LRP_insert - LRPE"
1083,1775,213.0,459.8385064525089,"N106, LRP_insert - LRPE"
1084,1839,212.0,453.49291224203273,"N106, LRP_insert - LRPE"
1085,1759,213.0,451.8867945899735,"N106, LRP_insert - LRPE"
1086,1799,209.0,450.1260358332583,"N106, LRP_insert - LRPE"
1087,1879,210.0,447.8650067252821,"N106, LRP_insert - LRPE"
1088,1833,203.0,437.84705267681113,"N106, LRP_insert - LRPE"
1089,1779,204.0,433.8104917020564,"N106, LRP_insert - LRPE"
