,bridge_id,number_of_vehicles,delay_time,Part_of_road
0,2189,5470.0,82242.7816441544,"N2, LRP117b - LRP146b"
1,904,647.0,43518.65713011662,"N1, LRP293a - LRPE"
2,852,668.0,25682.791027055693,"N1, LRP293a - LRPE"
3,1020,656.0,24685.15154190677,"N1, LRP293a - LRPE"
4,2420,1641.0,24645.853876527923,"N2, LRP146b - LRP191b"
5,1226,652.0,24631.53079919132,"N1, LRP293a - LRPE"
6,990,658.0,24365.4827938081,"N1, LRP293a - LRPE"
7,982,652.0,24319.53275155746,"N1, LRP293a - LRPE"
8,868,652.0,24233.773526552057,"N1, LRP293a - LRPE"
9,962,639.0,23988.958149655926,"N1, LRP293a - LRPE"
10,1098,633.0,23938.88901657144,"N1, LRP293a - LRPE"
11,790,629.0,23696.745090579418,"N1, LRP293a - LRPE"
12,794,687.0,10200.049425574136,"N1, LRP293a - LRPE"
13,824,664.0,10180.409141760218,"N1, LRP293a - LRPE"
14,796,683.0,10178.576223816077,"N1, LRP293a - LRPE"
15,946,656.0,9897.96979687929,"N1, LRP293a - LRPE"
16,1096,656.0,9818.967401680424,"N1, LRP293a - LRPE"
17,1106,658.0,9801.998513212875,"N1, LRP293a - LRPE"
18,902,649.0,9766.369060509827,"N1, LRP293a - LRPE"
19,964,650.0,9627.58678603726,"N1, LRP293a - LRPE"
20,2587,1333.0,2865.0764476449576,"N2, LRP191b - LRP228c"
21,660,668.0,1424.2528886671855,"N1, LRP293a - LRPE"
