,bridge_id,number_of_vehicles,delay_time,Part_of_road
412,796,629.0,9456.652017313605,"N1, LRP293a - LRPE"
413,838,627.0,9449.989570948828,"N1, LRP293a - LRPE"
414,960,626.0,9415.37093454754,"N1, LRP293a - LRPE"
415,758,627.0,9405.374073869352,"N1, LRP293a - LRPE"
416,594,620.0,9393.887811618024,"N1, LRP293a - LRPE"
417,946,624.0,9385.398615537664,"N1, LRP293a - LRPE"
418,1176,622.0,9380.664251859936,"N1, LRP293a - LRPE"
419,1182,622.0,9359.06005463057,"N1, LRP293a - LRPE"
420,976,625.0,9325.092729877944,"N1, LRP293a - LRPE"
421,824,625.0,9322.143326932866,"N1, LRP293a - LRPE"
422,1122,619.0,9285.30538549602,"N1, LRP293a - LRPE"
423,964,616.0,9280.700886085006,"N1, LRP293a - LRPE"
424,986,616.0,9266.309479058807,"N1, LRP293a - LRPE"
425,1022,613.0,9254.355210881424,"N1, LRP293a - LRPE"
426,1012,618.0,9236.071652265791,"N1, LRP293a - LRPE"
427,816,616.0,9200.691731248451,"N1, LRP293a - LRPE"
428,606,608.0,9199.68859601903,"N1, LRP293a - LRPE"
429,1036,616.0,9185.502596029733,"N1, LRP293a - LRPE"
430,998,610.0,9147.517074924512,"N1, LRP293a - LRPE"
431,876,616.0,9136.513868301117,"N1, LRP293a - LRPE"
432,1224,609.0,9122.89239148314,"N1, LRP293a - LRPE"
433,902,605.0,9083.611021371908,"N1, LRP293a - LRPE"
434,1156,602.0,9021.5787101281,"N1, LRP293a - LRPE"
435,1140,595.0,8959.426850950595,"N1, LRP293a - LRPE"
436,1070,602.0,8936.767073385672,"N1, LRP293a - LRPE"
437,1042,595.0,8924.479580257634,"N1, LRP293a - LRPE"
438,1016,592.0,8889.502725960749,"N1, LRP293a - LRPE"
439,1034,590.0,8855.481128247078,"N1, LRP293a - LRPE"
440,1096,584.0,8809.988688556063,"N1, LRP293a - LRPE"
441,1106,586.0,8779.148586158184,"N1, LRP293a - LRPE"
442,1180,583.0,8740.213490093223,"N1, LRP293a - LRPE"
443,806,586.0,8727.287815295653,"N1, LRP293a - LRPE"
444,1040,578.0,8640.024022737443,"N1, LRP293a - LRPE"
445,1126,574.0,8637.420348451331,"N1, LRP293a - LRPE"
446,700,573.0,8603.743469779585,"N1, LRP293a - LRPE"
447,1214,570.0,8531.401663745368,"N1, LRP293a - LRPE"
448,636,575.0,8517.737649540095,"N1, LRP293a - LRPE"
449,1128,562.0,8489.490799801317,"N1, LRP293a - LRPE"
450,1062,564.0,8477.634234191322,"N1, LRP293a - LRPE"
451,1198,559.0,8429.300369912442,"N1, LRP293a - LRPE"
452,598,577.0,8426.433220835323,"N1, LRP293a - LRPE"
453,1174,557.0,8352.096414379332,"N1, LRP293a - LRPE"
454,1108,564.0,8285.807565392606,"N1, LRP293a - LRPE"
455,1172,529.0,7968.731851643233,"N1, LRP293a - LRPE"
456,1903,3302.0,7084.218961654156,"N2, LRP012a - LRP086a"
457,2145,3271.0,7071.315106378411,"N2, LRP086a - LRP117b"
458,2173,3262.0,7007.335196650583,"N2, LRP086a - LRP117b"
459,2121,3236.0,6984.31497351304,"N2, LRP086a - LRP117b"
460,2143,3243.0,6981.047933747869,"N2, LRP086a - LRP117b"
461,2171,3259.0,6979.266536068535,"N2, LRP086a - LRP117b"
462,1937,3211.0,6922.951350489078,"N2, LRP012a - LRP086a"
463,1947,3212.0,6917.598228379233,"N2, LRP012a - LRP086a"
464,2165,3178.0,6881.828518304116,"N2, LRP086a - LRP117b"
465,549,3194.0,6881.54821422664,"N1, LRP260c - LRP293a"
466,515,3187.0,6881.289649404922,"N1, LRP260c - LRP293a"
467,1949,3201.0,6878.336729984354,"N2, LRP012a - LRP086a"
468,1919,3195.0,6857.586963177439,"N2, LRP012a - LRP086a"
469,1979,3181.0,6844.216522183391,"N2, LRP012a - LRP086a"
470,533,3142.0,6806.953576941773,"N1, LRP260c - LRP293a"
471,511,3158.0,6805.828301479168,"N1, LRP260c - LRP293a"
472,535,3154.0,6804.9921057025,"N1, LRP260c - LRP293a"
473,1991,3127.0,6782.708082349746,"N2, LRP012a - LRP086a"
474,2061,3142.0,6781.891240163384,"N2, LRP012a - LRP086a"
475,2071,3142.0,6780.9121788543935,"N2, LRP012a - LRP086a"
476,2109,3133.0,6756.076381917623,"N2, LRP012a - LRP086a"
477,521,3131.0,6744.821127606478,"N1, LRP260c - LRP293a"
478,2031,3122.0,6728.102494621875,"N2, LRP012a - LRP086a"
479,555,3124.0,6726.319179473983,"N1, LRP260c - LRP293a"
480,1959,3127.0,6717.245948813088,"N2, LRP012a - LRP086a"
481,493,3095.0,6679.393349933474,"N1, LRP260c - LRP293a"
482,2083,3061.0,6591.795399878677,"N2, LRP012a - LRP086a"
483,2901,384.0,5714.953854128751,"N204, LRPS - LRPE"
484,2760,2236.0,4790.787388615639,"N2, LRP239a - LRPE"
485,1316,2215.0,4769.57805724636,"N102, LRPS - LRPE"
486,1344,2207.0,4734.768930351652,"N102, LRPS - LRPE"
487,1330,2197.0,4733.935571353184,"N102, LRPS - LRPE"
488,1374,2209.0,4732.667450092523,"N102, LRPS - LRPE"
489,1406,2197.0,4727.886761035838,"N102, LRPS - LRPE"
490,2722,2188.0,4722.233640346767,"N2, LRP239a - LRPE"
491,1348,2191.0,4721.475848079432,"N102, LRPS - LRPE"
492,1442,2170.0,4716.871314507568,"N102, LRPS - LRPE"
493,1396,2180.0,4710.898005975261,"N102, LRPS - LRPE"
494,1376,2176.0,4710.5924884816495,"N102, LRPS - LRPE"
495,2754,2186.0,4703.5974601356775,"N2, LRP239a - LRPE"
496,1458,2159.0,4689.350953141628,"N102, LRPS - LRPE"
497,1426,2171.0,4687.590286471483,"N102, LRPS - LRPE"
498,2768,2174.0,4675.055526353191,"N2, LRP239a - LRPE"
499,1352,2179.0,4667.04693366578,"N102, LRPS - LRPE"
500,2734,2175.0,4665.483495091037,"N2, LRP239a - LRPE"
501,1372,2178.0,4664.954579333403,"N102, LRPS - LRPE"
502,1300,2158.0,4664.807999648579,"N102, LRPS - LRPE"
503,1470,2162.0,4661.134086133861,"N102, LRPS - LRPE"
504,1336,2163.0,4661.013433936552,"N102, LRPS - LRPE"
505,1380,2174.0,4660.371690996362,"N102, LRPS - LRPE"
506,2748,2169.0,4658.741137288741,"N2, LRP239a - LRPE"
507,1468,2154.0,4654.6004885139055,"N102, LRPS - LRPE"
508,1402,2150.0,4651.914254960548,"N102, LRPS - LRPE"
509,2810,2151.0,4640.4523929614825,"N2, LRP239a - LRPE"
510,1428,2154.0,4630.582820469934,"N102, LRPS - LRPE"
511,1326,2150.0,4621.154632370104,"N102, LRPS - LRPE"
512,1408,2139.0,4613.218142925897,"N102, LRPS - LRPE"
513,1430,2142.0,4606.775640736581,"N102, LRPS - LRPE"
514,1410,2137.0,4598.549796877684,"N102, LRPS - LRPE"
515,1464,2121.0,4579.722784154136,"N102, LRPS - LRPE"
516,1462,2123.0,4579.651906375383,"N102, LRPS - LRPE"
517,1420,2134.0,4578.264377385675,"N102, LRPS - LRPE"
518,244,2105.0,4577.498423425275,"N1, LRP084a - LRP184a"
519,1440,2112.0,4571.582409554515,"N102, LRPS - LRPE"
520,2816,2115.0,4544.277404069537,"N2, LRP239a - LRPE"
521,332,2082.0,4499.051914669903,"N1, LRP184a - LRP260c"
522,416,2063.0,4455.034279687217,"N1, LRP184a - LRP260c"
523,378,2034.0,4380.602942935607,"N1, LRP184a - LRP260c"
524,274,2038.0,4378.268198084543,"N1, LRP084a - LRP184a"
525,250,2018.0,4354.160941305385,"N1, LRP084a - LRP184a"
526,248,2020.0,4337.958625146737,"N1, LRP084a - LRP184a"
527,348,2008.0,4331.895295772711,"N1, LRP184a - LRP260c"
528,326,2008.0,4328.54747525386,"N1, LRP184a - LRP260c"
529,408,2000.0,4315.51789764931,"N1, LRP184a - LRP260c"
530,306,2003.0,4314.885250904881,"N1, LRP184a - LRP260c"
531,364,1997.0,4312.301416461062,"N1, LRP184a - LRP260c"
532,434,1993.0,4312.054216879831,"N1, LRP184a - LRP260c"
533,432,1994.0,4304.645623017733,"N1, LRP184a - LRP260c"
534,480,1976.0,4270.175708643853,"N1, LRP184a - LRP260c"
535,430,1984.0,4256.130908273043,"N1, LRP184a - LRP260c"
536,440,1972.0,4250.218787372011,"N1, LRP184a - LRP260c"
537,474,1966.0,4240.359668814831,"N1, LRP184a - LRP260c"
538,442,1972.0,4222.885923383994,"N1, LRP184a - LRP260c"
539,3306,1703.0,3690.4457089314687,"N210, LRPS - LRPE"
540,3290,1646.0,3564.9788880963333,"N210, LRPS - LRPE"
541,3296,1613.0,3498.245409669832,"N210, LRPS - LRPE"
542,3284,1614.0,3496.846781130172,"N210, LRPS - LRPE"
543,2352,1625.0,3491.490421902957,"N2, LRP146b - LRP191b"
544,2542,1621.0,3490.77816683291,"N2, LRP146b - LRP191b"
545,2530,1614.0,3480.189793468839,"N2, LRP146b - LRP191b"
546,2408,1613.0,3474.921352174839,"N2, LRP146b - LRP191b"
547,3286,1612.0,3466.2946280133947,"N210, LRPS - LRPE"
548,2370,1597.0,3454.4704117451274,"N2, LRP146b - LRP191b"
549,3268,1594.0,3425.5633428954256,"N210, LRPS - LRPE"
550,3292,1589.0,3422.5201845135844,"N210, LRPS - LRPE"
551,2496,1592.0,3418.050316213371,"N2, LRP146b - LRP191b"
552,2500,1587.0,3417.0407678195947,"N2, LRP146b - LRP191b"
553,1805,229.0,3392.1937242004456,"N106, LRP_insert - LRPE"
554,1701,224.0,3384.731292556488,"N106, LRP_insert - LRPE"
555,1783,220.0,3368.900960862921,"N106, LRP_insert - LRPE"
556,2528,1553.0,3353.613157487864,"N2, LRP146b - LRP191b"
557,2556,1554.0,3351.620294830699,"N2, LRP146b - LRP191b"
558,2566,1558.0,3348.364796672951,"N2, LRP146b - LRP191b"
559,2595,1358.0,2933.886117961571,"N2, LRP191b - LRP228c"
560,2684,1358.0,2917.8870641322046,"N2, LRP228c - LRP231b"
561,2688,1349.0,2908.9189167980526,"N2, LRP228c - LRP231b"
562,2629,1346.0,2890.3407187346297,"N2, LRP191b - LRP228c"
563,2639,1334.0,2879.222941551621,"N2, LRP191b - LRP228c"
564,2663,1345.0,2876.8586856984966,"N2, LRP191b - LRP228c"
565,2643,1346.0,2876.152819971699,"N2, LRP191b - LRP228c"
566,1491,1331.0,2872.9289366282164,"N104, LRP001a - LRPE"
567,1495,1330.0,2866.493178937817,"N104, LRP001a - LRPE"
568,2677,1317.0,2864.2243122199093,"N2, LRP191b - LRP228c"
569,2637,1331.0,2846.3957907458243,"N2, LRP191b - LRP228c"
570,2601,1324.0,2840.50086066905,"N2, LRP191b - LRP228c"
571,2633,1321.0,2829.3653881523687,"N2, LRP191b - LRP228c"
572,1523,1309.0,2809.957346702301,"N104, LRP001a - LRPE"
573,2655,1288.0,2790.0737967146406,"N2, LRP191b - LRP228c"
574,2647,1295.0,2783.0144569516715,"N2, LRP191b - LRP228c"
575,2627,1275.0,2768.2275908882457,"N2, LRP191b - LRP228c"
576,1521,1286.0,2765.3896921552514,"N104, LRP001a - LRPE"
577,1511,1273.0,2757.661990687405,"N104, LRP001a - LRPE"
578,2615,1287.0,2756.63301254353,"N2, LRP191b - LRP228c"
579,1477,1278.0,2741.7041179711014,"N104, LRP001a - LRPE"
580,1501,1248.0,2683.537224518105,"N104, LRP001a - LRPE"
581,1529,1251.0,2681.0197378976573,"N104, LRP001a - LRPE"
582,1537,1238.0,2675.7216206422618,"N104, LRP001a - LRPE"
583,1531,1238.0,2672.623308140004,"N104, LRP001a - LRPE"
584,1535,1242.0,2666.823796848046,"N104, LRP001a - LRPE"
585,1493,1242.0,2639.0534424204548,"N104, LRP001a - LRPE"
586,2617,1206.0,2616.426896229545,"N2, LRP191b - LRP228c"
587,2623,1205.0,2606.41923325485,"N2, LRP191b - LRP228c"
588,3087,1066.0,2305.193461317223,"N208, LRPS - LRP054a"
589,3119,1066.0,2296.4574541430325,"N208, LRPS - LRP054a"
590,3107,1064.0,2289.604278277414,"N208, LRPS - LRP054a"
591,3135,1056.0,2287.6238267257945,"N208, LRPS - LRP054a"
592,3127,1037.0,2242.8463216189134,"N208, LRPS - LRP054a"
593,3239,1033.0,2242.5133877256667,"N208, LRPS - LRP054a"
594,3123,1028.0,2237.8998677029517,"N208, LRPS - LRP054a"
595,3155,1032.0,2231.789180888029,"N208, LRPS - LRP054a"
596,3143,1035.0,2221.280165828909,"N208, LRPS - LRP054a"
597,3253,1031.0,2216.046296335837,"N208, LRPS - LRP054a"
598,3083,1023.0,2199.263213897726,"N208, LRPS - LRP054a"
599,3151,1011.0,2182.455350782809,"N208, LRPS - LRP054a"
600,3189,1009.0,2170.1727591959984,"N208, LRPS - LRP054a"
601,3161,997.0,2145.07262099886,"N208, LRPS - LRP054a"
602,3199,991.0,2135.260882006461,"N208, LRPS - LRP054a"
603,3245,968.0,2088.427519419902,"N208, LRPS - LRP054a"
604,3193,973.0,2084.245090169313,"N208, LRPS - LRP054a"
605,3167,960.0,2080.622908987662,"N208, LRPS - LRP054a"
606,3073,967.0,2074.458804593736,"N208, LRPS - LRP054a"
607,3247,946.0,2053.4617376928727,"N208, LRPS - LRP054a"
608,3046,837.0,1807.7466812067807,"N207, LRPS - LRPE"
609,3004,841.0,1802.240984011916,"N207, LRPS - LRPE"
610,2970,837.0,1800.6226976831335,"N207, LRPS - LRPE"
611,2976,832.0,1793.7467038975633,"N207, LRPS - LRPE"
612,3022,822.0,1783.5248355116464,"N207, LRPS - LRPE"
613,3024,823.0,1776.6791540279808,"N207, LRPS - LRPE"
614,3020,824.0,1773.569040012052,"N207, LRPS - LRPE"
615,3002,824.0,1770.360094181919,"N207, LRPS - LRPE"
616,2938,818.0,1764.0896581261106,"N207, LRPS - LRPE"
617,3048,818.0,1763.543000285764,"N207, LRPS - LRPE"
618,2948,813.0,1757.8710515822077,"N207, LRPS - LRPE"
619,3052,822.0,1757.8066270395416,"N207, LRPS - LRPE"
620,2982,812.0,1756.1534031283531,"N207, LRPS - LRPE"
621,3056,823.0,1754.1392951704834,"N207, LRPS - LRPE"
622,2950,814.0,1739.8937379928884,"N207, LRPS - LRPE"
623,2966,806.0,1736.2279500494817,"N207, LRPS - LRPE"
624,2986,796.0,1718.253225423227,"N207, LRPS - LRPE"
625,3062,771.0,1664.5807814183954,"N207, LRPS - LRPE"
626,3068,751.0,1618.7227431259664,"N207, LRPS - LRPE"
627,566,674.0,1457.2505197807811,"N1, LRP293a - LRPE"
628,660,675.0,1455.0304535740197,"N1, LRP293a - LRPE"
629,698,671.0,1452.9048993593012,"N1, LRP293a - LRPE"
630,728,667.0,1443.820216347071,"N1, LRP293a - LRPE"
631,654,655.0,1432.793707319777,"N1, LRP293a - LRPE"
632,760,666.0,1431.4816185106174,"N1, LRP293a - LRPE"
633,694,673.0,1429.149316287662,"N1, LRP293a - LRPE"
634,652,662.0,1425.7787351208926,"N1, LRP293a - LRPE"
635,862,662.0,1418.5945062554345,"N1, LRP293a - LRPE"
636,618,653.0,1412.7800987115365,"N1, LRP293a - LRPE"
637,744,653.0,1409.30254410393,"N1, LRP293a - LRPE"
638,740,651.0,1401.8600708943673,"N1, LRP293a - LRPE"
639,808,650.0,1399.9067195382354,"N1, LRP293a - LRPE"
640,930,641.0,1374.905061757839,"N1, LRP293a - LRPE"
641,778,641.0,1373.9310232279977,"N1, LRP293a - LRPE"
642,802,636.0,1372.4563494819545,"N1, LRP293a - LRPE"
643,680,638.0,1369.2994878702189,"N1, LRP293a - LRPE"
644,950,633.0,1368.2959962536129,"N1, LRP293a - LRPE"
645,774,623.0,1353.782490876289,"N1, LRP293a - LRPE"
646,1158,622.0,1351.520080629371,"N1, LRP293a - LRPE"
647,1138,623.0,1345.8005582809076,"N1, LRP293a - LRPE"
648,712,628.0,1343.4184837520793,"N1, LRP293a - LRPE"
649,710,622.0,1338.547410934459,"N1, LRP293a - LRPE"
650,792,624.0,1332.671759468374,"N1, LRP293a - LRPE"
651,1144,615.0,1323.7892290863376,"N1, LRP293a - LRPE"
652,956,601.0,1296.0922601719508,"N1, LRP293a - LRPE"
653,1132,599.0,1292.768704993528,"N1, LRP293a - LRPE"
654,770,598.0,1292.670135325132,"N1, LRP293a - LRPE"
655,696,593.0,1266.4547791478649,"N1, LRP293a - LRPE"
656,1004,588.0,1262.3810254689608,"N1, LRP293a - LRPE"
657,1186,576.0,1249.5139308080015,"N1, LRP293a - LRPE"
658,722,572.0,1239.6617745712372,"N1, LRP293a - LRPE"
659,984,566.0,1231.8456033022494,"N1, LRP293a - LRPE"
660,850,570.0,1227.6668622684383,"N1, LRP293a - LRPE"
661,1230,564.0,1219.6540989396644,"N1, LRP293a - LRPE"
662,800,571.0,1206.267413797539,"N1, LRP293a - LRPE"
663,1290,557.0,1199.6501225739785,"N1, LRP293a - LRPE"
664,1166,557.0,1196.8358530276278,"N1, LRP293a - LRPE"
665,2853,408.0,882.9886817528608,"N204, LRPS - LRPE"
666,2863,392.0,860.637855089378,"N204, LRPS - LRPE"
667,2833,392.0,855.0699321208951,"N204, LRPS - LRPE"
668,2877,378.0,824.8346278326516,"N204, LRPS - LRPE"
669,2837,383.0,824.7996579611427,"N204, LRPS - LRPE"
670,2905,382.0,819.2443665473122,"N204, LRPS - LRPE"
671,2881,368.0,801.9235075052311,"N204, LRPS - LRPE"
672,2829,335.0,720.9022640432327,"N204, LRPS - LRPE"
673,1703,258.0,573.38568579771,"N106, LRP_insert - LRPE"
674,1695,252.0,533.5683615289614,"N106, LRP_insert - LRPE"
675,1825,239.0,521.1323719061832,"N106, LRP_insert - LRPE"
676,1799,233.0,517.5273401323452,"N106, LRP_insert - LRPE"
677,1879,238.0,513.6886193548244,"N106, LRP_insert - LRPE"
678,1685,236.0,512.5303489009016,"N106, LRP_insert - LRPE"
679,1731,235.0,512.3346577622358,"N106, LRP_insert - LRPE"
680,1849,239.0,510.1464718373536,"N106, LRP_insert - LRPE"
681,1733,237.0,508.9606470359224,"N106, LRP_insert - LRPE"
682,1761,238.0,506.5439150579582,"N106, LRP_insert - LRPE"
683,1697,236.0,502.7996183319361,"N106, LRP_insert - LRPE"
684,1689,236.0,501.7908117569626,"N106, LRP_insert - LRPE"
685,1833,227.0,492.77245982032196,"N106, LRP_insert - LRPE"
686,1893,228.0,490.1809284098733,"N106, LRP_insert - LRPE"
687,1749,225.0,485.6210484601442,"N106, LRP_insert - LRPE"
688,1861,222.0,483.8916000241096,"N106, LRP_insert - LRPE"
689,1839,226.0,481.0212736895659,"N106, LRP_insert - LRPE"
690,1841,224.0,480.9922489966769,"N106, LRP_insert - LRPE"
691,1867,224.0,479.9202501897876,"N106, LRP_insert - LRPE"
692,1811,220.0,476.6631752185832,"N106, LRP_insert - LRPE"
693,1759,220.0,476.0162902538203,"N106, LRP_insert - LRPE"
694,1837,224.0,470.4023771497929,"N106, LRP_insert - LRPE"
695,1863,222.0,470.0809929231471,"N106, LRP_insert - LRPE"
