road	Z1030
km	20.595
type	Box Culvert
lrpName	LRP020d
name	PURBO CHANDRAPUR CULVERT
length	1.2
condition	B
structureNr	102445
est cost	0.17
roadName	Feni (Elahiganj)-Rajapur-Koriashmunshi-Daganbhuiyan (Tutali) Road
chainage	20.595
width	5.4
constructionYear	1987
spans	1
zone	Comilla
circle	Noakhali
division	Feni
sub-division	Feni-2
lat	23.962166666666665
lon	91.2803611111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102445&vRoadID=527&vSurveyYear=2004&vSubdivID=546
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102445&vRoadID=527&vSurveyYear=2004&vSubdivID=546
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102445&vRoadID=527&vSurveyYear=2004&vSubdivID=546
