road	Z7703
km	0.854
type	Box Culvert
lrpName	LRPSc
name	.
length	3.55
condition	C
structureNr	108860
est cost	1.12
roadName	Bagerhat (Signboard)-Kachua Road
chainage	0.854
width	7.34
constructionYear	1989
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-1
lat	22.610277777777778
lon	89.85055555555554
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108860&vRoadID=707&vSurveyYear=2004&vSubdivID=319
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108860&vRoadID=707&vSurveyYear=2004&vSubdivID=319
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108860&vRoadID=707&vSurveyYear=2004&vSubdivID=319
