road	Z5053
km	0.65
type	Slab Culvert
lrpName	LRPSc
name	.
length	2.6
condition	A
structureNr	115698
est cost	0
roadName	Kahalu Thana Connecting Road
chainage	0.65
width	6
constructionYear	1980
spans	1
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Bogra
lat	24.854833333333335
lon	89.26672222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115698&vRoadID=632&vSurveyYear=2006&vSubdivID=291
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115698&vRoadID=632&vSurveyYear=2006&vSubdivID=291
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115698&vRoadID=632&vSurveyYear=2006&vSubdivID=291
