road	R170
km	28.526
type	Box Culvert
lrpName	LRP028b
name	BANIGRAM BOX CULVERT
length	1.8
condition	B
structureNr	106311
est cost	0.14
roadName	Patiya-Anowara-Banshkhali-Toitong-Pekua-Badarkhali-Chokoria (Eidmoni) Road
chainage	28.526
width	6.3
constructionYear	1991
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.12511111111111
lon	91.91761111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106311&vRoadID=86&vSurveyYear=2004&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106311&vRoadID=86&vSurveyYear=2004&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106311&vRoadID=86&vSurveyYear=2004&vSubdivID=280
