road	Z1448
km	3.45
type	Box Culvert
lrpName	LRP004c
name	.
length	2
condition	A
structureNr	117170
est cost	0
roadName	Chanderhat-Bashurhat Road
chainage	3.45
width	7
constructionYear	1997
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	22.888944444444444
lon	91.25561111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117170&vRoadID=499&vSurveyYear=2006&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117170&vRoadID=499&vSurveyYear=2006&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117170&vRoadID=499&vSurveyYear=2006&vSubdivID=549
