road	Z2834
km	169.23
type	Box Culvert
lrpName	LRP169c
name	.
length	15
condition	A
structureNr	116437
est cost	0
roadName	Sunamganj-Netrokona-Mymensingh-Sherpur-Jamalpur (Dhanua Kamalpur) Border Road
chainage	169.23
width	8
constructionYear	2000
spans	3
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	25.280277777777776
lon	89.88972222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116437&vRoadID=434&vSurveyYear=2006&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116437&vRoadID=434&vSurveyYear=2006&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116437&vRoadID=434&vSurveyYear=2006&vSubdivID=534
