road	Z6813
km	58.787
type	RCC Girder Bridge
lrpName	LRP058f
name	.
length	14
condition	D
structureNr	108365
est cost	0.9
roadName	Godagari-Nachol-Nimatpur Road
chainage	58.787
width	4.3
constructionYear	1978
spans	1
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.82777777777778
lon	88.57111111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108365&vRoadID=540&vSurveyYear=2004&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108365&vRoadID=540&vSurveyYear=2004&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108365&vRoadID=540&vSurveyYear=2004&vSubdivID=305
