road	Z4009
km	0.63
type	Slab Culvert
lrpName	LRPSb
name	.
length	6.84
condition	A
structureNr	116426
est cost	0
roadName	Nagarpur (Duburia)-Salimabad-Chauhali Road
chainage	0.63
width	6.4
constructionYear	1995
spans	1
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	24.011666666666667
lon	89.94444444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116426&vRoadID=254&vSurveyYear=2006&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116426&vRoadID=254&vSurveyYear=2006&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116426&vRoadID=254&vSurveyYear=2006&vSubdivID=537
