road	Z7602
km	17.865
type	Box Culvert
lrpName	LRP018d
name	.
length	1.95
condition	A
structureNr	112991
est cost	0
roadName	Satkhira-Shakhipur-Kaliganj Road
chainage	17.865
width	11
constructionYear	1998
spans	1
zone	Khulna
circle	Khulna
division	Satkhira
sub-division	Satkhira-2
lat	22.594527777777778
lon	89.00183333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112991&vRoadID=703&vSurveyYear=2004&vSubdivID=322
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112991&vRoadID=703&vSurveyYear=2004&vSubdivID=322
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112991&vRoadID=703&vSurveyYear=2004&vSubdivID=322
