road	Z1201
km	0.652
type	RCC Girder Bridge
lrpName	LRPSc
name	KUTI RCC GIDER BRIDGE
length	10.2
condition	C
structureNr	101969
est cost	0.33
roadName	Kashba-Kuti Road
chainage	0.652
width	4.2
constructionYear	1982
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	23.746305555555555
lon	91.07913888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101969&vRoadID=450&vSurveyYear=2004&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101969&vRoadID=450&vSurveyYear=2004&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101969&vRoadID=450&vSurveyYear=2004&vSubdivID=540
