road	R140
km	107.756
type	Truss with RCC Slab
lrpName	LRP108b
name	Toktarpul Bridge
length	29.95
condition	B
structureNr	121408
est cost	0.315
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	107.756
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Laxmipur
lat	22.9456108 
lon	90.8198327 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121408&vRoadID=73&vSurveyYear=2013&vSubdivID=803
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121408&vRoadID=73&vSurveyYear=2013&vSubdivID=803
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121408&vRoadID=73&vSurveyYear=2013&vSubdivID=803
