road	R140
km	110.364
type	Box Culvert
lrpName	LRP110d
name	SOUTH MOJUPUR BOX CULVERT
length	3
condition	A
structureNr	104541
est cost	0
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	110.364
width	14.5
constructionYear	2000
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Laxmipur
lat	22.942166666666665
lon	90.8446111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104541&vRoadID=73&vSurveyYear=2004&vSubdivID=803
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104541&vRoadID=73&vSurveyYear=2004&vSubdivID=803
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104541&vRoadID=73&vSurveyYear=2004&vSubdivID=803
