road	R140
km	117.102
type	PC Girder Bridge
lrpName	LRP117b
name	Mandari Bridge
length	37.06
condition	A
structureNr	121410
est cost	0.02
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	117.102
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Laxmipur
lat	22.9404441 
lon	90.9095 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121410&vRoadID=73&vSurveyYear=2013&vSubdivID=803
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121410&vRoadID=73&vSurveyYear=2013&vSubdivID=803
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121410&vRoadID=73&vSurveyYear=2013&vSubdivID=803
