road	R140
km	95.933
type	Steel Beam & RCC Slab
lrpName	LRP096a
name	Gabgaswala barir Bridge
length	6.6
condition	C
structureNr	121406
est cost	1.066
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	95.933
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.0170549 
lon	90.7620556 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121406&vRoadID=73&vSurveyYear=2013&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121406&vRoadID=73&vSurveyYear=2013&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121406&vRoadID=73&vSurveyYear=2013&vSubdivID=548
