road	R140
km	130.079
type	RCC Girder Bridge
lrpName	LRP130a
name	Fenaghata Bridge
length	19.43
condition	B
structureNr	121466
est cost	0.044
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	130.079
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Noakhali
lat	22.9443886 
lon	90.0315271 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121466&vRoadID=73&vSurveyYear=2013&vSubdivID=550
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121466&vRoadID=73&vSurveyYear=2013&vSubdivID=550
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121466&vRoadID=73&vSurveyYear=2013&vSubdivID=550
