road	R140
km	91.766
type	RCC Girder Bridge
lrpName	LRP091b
name	Karoa-2 Bridge
length	15.9
condition	A
structureNr	121403
est cost	0
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	91.766
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.0500278 
lon	90.7733882 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121403&vRoadID=73&vSurveyYear=2013&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121403&vRoadID=73&vSurveyYear=2013&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121403&vRoadID=73&vSurveyYear=2013&vSubdivID=548
