road	R140
km	48.596
type	Steel Beam & RCC Slab
lrpName	LRP049a
name	HAJIGONJ BRIDGE
length	23
condition	D
structureNr	114212
est cost	82.8
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	48.596
width	4.8
constructionYear	1955
spans	3
zone	Comilla
circle	Comilla
division	Chandpur
sub-division	Hajigonj
lat	23.25063888888889
lon	90.84086111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114212&vRoadID=73&vSurveyYear=2004&vSubdivID=542
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114212&vRoadID=73&vSurveyYear=2004&vSubdivID=542
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114212&vRoadID=73&vSurveyYear=2004&vSubdivID=542
