road	R140
km	27.111
type	RCC Bridge
lrpName	LRP027d
name	Modafpurgoni Bridge.
length	23
condition	B
structureNr	120425
est cost	0.061
roadName	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
chainage	27.111
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.2691104 
lon	91.0423608 
estimated Location	road_chainage
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120425&vRoadID=73&vSurveyYear=2013&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120425&vRoadID=73&vSurveyYear=2013&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120425&vRoadID=73&vSurveyYear=2013&vSubdivID=543
