road	N503
km	2.385
type	Box Culvert
lrpName	LRP002a
name	BAWALI
length	42.5
condition	B
structureNr	105150
est cost	0.65
roadName	Utholi-Aricha Road
chainage	2.385
width	8
constructionYear	1964
spans	7
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Manikganj
lat	23.837833333333332
lon	89.78847222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105150&vRoadID=31&vSurveyYear=2004&vSubdivID=515
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105150&vRoadID=31&vSurveyYear=2004&vSubdivID=515
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105150&vRoadID=31&vSurveyYear=2004&vSubdivID=515
