road	R550
km	17.102
type	Slab Culvert
lrpName	LRP017a
name	.
length	4.2
condition	D
structureNr	104150
est cost	4.5
roadName	Mokamtala-Kalai-Joypurhat Road
chainage	17.102
width	12.2
constructionYear	1978
spans	1
zone	Rangpur
circle	Bogra
division	Joypurhat
sub-division	Joypurhat
lat	25.053333333333335
lon	89.20694444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104150&vRoadID=129&vSurveyYear=2004&vSubdivID=589
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104150&vRoadID=129&vSurveyYear=2004&vSubdivID=589
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104150&vRoadID=129&vSurveyYear=2004&vSubdivID=589
