road	N506
km	24.692
type	Box Culvert
lrpName	LRP024a
name	.
length	6.73
condition	B
structureNr	109783
est cost	0.14
roadName	Rangpur-Barobari-Kurigram Road
chainage	24.692
width	12.15
constructionYear	1980
spans	1
zone	Rangpur
circle	Rangpur
division	Lalmonirhat
sub-division	Lalmonirhat
lat	25.820555555555554
lon	89.44888888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109783&vRoadID=34&vSurveyYear=2004&vSubdivID=290
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109783&vRoadID=34&vSurveyYear=2004&vSubdivID=290
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109783&vRoadID=34&vSurveyYear=2004&vSubdivID=290
