road	R812
km	1.157
type	Box Culvert
lrpName	LRP001a
name	RATUNPUR BOX CULVERT
length	2.4
condition	B
structureNr	104941
est cost	1
roadName	Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road
chainage	1.157
width	9.75
constructionYear	2002
spans	1
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Dhaka, Sub-division - 2
lat	23.621833333333335
lon	90.47711111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104941&vRoadID=167&vSurveyYear=2004&vSubdivID=512
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104941&vRoadID=167&vSurveyYear=2004&vSubdivID=512
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104941&vRoadID=167&vSurveyYear=2004&vSubdivID=512
