road	Z1036
km	3.405
type	Slab Culvert
lrpName	LRP003d
name	SALIA PARA 2
length	1
condition	A
structureNr	104902
est cost	0
roadName	Hashimpur-Rail Station-Bagicharhat-Borma Road
chainage	3.405
width	4.5
constructionYear	1986
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.180722222222222
lon	92.02094444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104902&vRoadID=328&vSurveyYear=2004&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104902&vRoadID=328&vSurveyYear=2004&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104902&vRoadID=328&vSurveyYear=2004&vSubdivID=280
