road	R856
km	4.521
type	Box Culvert
lrpName	LRP004b
name	.
length	4.75
condition	A
structureNr	107598
est cost	0
roadName	Noapara (Katakhali)-Fakirhat-Mollahat Road
chainage	4.521
width	13.59
constructionYear	2003
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.746111111111112
lon	89.6763888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107598&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107598&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107598&vRoadID=162&vSurveyYear=2004&vSubdivID=320
