road	R856
km	30.49
type	RCC Bridge
lrpName	LRP030b
name	.
length	9.35
condition	A
structureNr	108083
est cost	0
roadName	Noapara (Katakhali)-Fakirhat-Mollahat Road
chainage	30.49
width	12
constructionYear	1990
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.93
lon	89.80805555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108083&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108083&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108083&vRoadID=162&vSurveyYear=2004&vSubdivID=320
