road	R856
km	13.842
type	PC Girder Bridge
lrpName	LRP013d
name	
length	30.02
condition	A
structureNr	118986
est cost	0
roadName	Noapara (Katakhali)-Fakirhat-Mollahat Road
chainage	13.842
width	
constructionYear	
spans	
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	
lon	
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118986&vRoadID=162&vSurveyYear=2013&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118986&vRoadID=162&vSurveyYear=2013&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118986&vRoadID=162&vSurveyYear=2013&vSubdivID=320
