road	R856
km	13.842
type	PC Girder Bridge
lrpName	LRP013d
name	.
length	30
condition	A
structureNr	107674
est cost	0
roadName	Noapara (Katakhali)-Fakirhat-Mollahat Road
chainage	13.842
width	10
constructionYear	2004
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.802027777777777
lon	89.73627777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107674&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107674&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107674&vRoadID=162&vSurveyYear=2004&vSubdivID=320
