road	R856
km	10.25
type	RCC Bridge
lrpName	LRP010b
name	
length	46.12
condition	A
structureNr	118963
est cost	0
roadName	Noapara (Katakhali)-Fakirhat-Mollahat Road
chainage	10.25
width	
constructionYear	
spans	
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	
lon	
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118963&vRoadID=162&vSurveyYear=2013&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118963&vRoadID=162&vSurveyYear=2013&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118963&vRoadID=162&vSurveyYear=2013&vSubdivID=320
